Step FractureName TipNr TipX TipY TipZ KI KII KIII G Phi Psi
0 FRACTURE_3_S 29 -1.88339 -1.45765 -0.5 2.66863e+009 -5.39252e+006 -466141 3.33827e+008 0.281994 0.0135937
0 FRACTURE_3_S 30 -1.95655 -1.27503 -0.5 2.69495e+009 2.08812e+007 5.66865e+006 3.40467e+008 -1.07006 -0.162324
0 FRACTURE_3_S 31 -1.99165 -1.09098 -0.5 2.69169e+009 -1.39067e+007 1.95738e+006 3.39627e+008 0.717231 -0.0563717
Step FractureName TipNr TipX TipY TipZ KI KII KIII G Phi Psi
1 FRACTURE_1_S 0 -1.07296 0.0994835 -0.0054014 2.79361e+009 -7.58048e+007 -3.44021e+008 3.80888e+008 3.26364 7.97223
1 FRACTURE_1_S 1 -1.03507 0.296754 -0.000428175 2.96954e+009 -2.10484e+006 -1.53942e+008 4.16314e+008 0.0942476 3.76161
1 FRACTURE_1_S 2 -0.947478 0.489958 0.00389322 3.12887e+009 1.39904e+008 -5.10814e+007 4.60141e+008 -5.77553 1.19235
1 FRACTURE_1_S 3 -0.821883 0.666693 0.00691548 3.05317e+009 2.71517e+008 -3.33834e+007 4.40556e+008 -10.8621 0.772157
1 FRACTURE_1_S 4 -0.663585 0.815877 0.00886384 3.03641e+009 3.52011e+008 -4.76534e+007 4.38268e+008 -13.6078 1.0754
1 FRACTURE_1_S 5 -0.481967 0.929151 0.0100421 3.02962e+009 4.21412e+008 -1.18331e+008 4.40321e+008 -15.5532 2.54958
1 FRACTURE_1_S 6 -0.288704 1.00251 0.0106967 2.9646e+009 4.78379e+008 -2.214e+008 4.28831e+008 -17.0838 4.59227
1 FRACTURE_1_S 7 -0.0953865 1.03668 0.0110132 2.71443e+009 3.80625e+008 -4.39566e+008 3.76323e+008 -14.2642 9.18975
1 FRACTURE_1_S 8 0.0948854 1.03493 0.0111194 2.43068e+009 1.58997e+008 -5.05532e+008 3.10077e+008 -7.0069 11.8592
1 FRACTURE_1_S 9 0.286817 0.997368 0.011088 2.04933e+009 -8.32311e+007 -4.34776e+008 2.20817e+008 4.46512 12.2628
1 FRACTURE_1_S 10 0.477254 0.920998 0.0109436 1.81803e+009 -2.43017e+008 -2.6336e+008 1.66371e+008 13.8719 8.41393
1 FRACTURE_1_S 11 0.654521 0.805503 0.0107196 1.69697e+009 -3.66007e+008 -9.45188e+007 1.42382e+008 21.7357 3.35381
1 FRACTURE_1_S 12 0.806803 0.655197 0.0104052 1.71236e+009 -3.80101e+008 1.05277e+008 1.45603e+008 22.1193 -3.66066
1 FRACTURE_1_S 13 0.924663 0.4789 0.00997553 1.80003e+009 -3.17121e+008 2.88932e+008 1.6703e+008 17.236 -8.89069
1 FRACTURE_1_S 14 1.00302 0.288316 0.00954702 2.03442e+009 -1.55773e+008 4.76435e+008 2.2352e+008 7.93932 -12.8825
1 FRACTURE_1_S 15 1.04171 0.0954623 0.00473421 2.48295e+009 -8.11393e+007 4.71369e+008 3.17069e+008 3.69225 -11.3167
