
Step FractureName TipNr TipX TipY TipZ KI KII KIII G Phi Psi
600 FRACTURE22_S 7 -20.5024 -112.149 92.6971 -25920.4 -13278.4 -4847.02 0.00366558 64.9942 18.4986
600 FRACTURE22_S 8 -19.1933 -107.455 92.1838 -25679.2 -8223.26 -9307.34 0.00461229 50.2687 32.1098
600 FRACTURE22_S 9 -18.1285 -103.637 89.3026 -25939.9 -735.008 -10964 0.0049743 8.5194 44.1158
600 FRACTURE22_S 10 -17.5933 -101.718 84.8256 -25846.1 6204.98 -9483.94 0.00430427 -44.4207 35.0921
600 FRACTURE22_S 11 -17.7312 -102.213 79.9523 -26283.3 11364.5 -5448.26 0.00320038 -62.6492 21.8109
600 FRACTURE23_S 0 -114.116 -91.2664 52.1844 -1421.93 9578.8 5727.32 0.00275758 -60.199 -24.566
600 FRACTURE23_S 1 -113.098 -91.8824 57.2648 -1452.2 4687.51 9330.96 0.00393272 -38.9866 -37.2977
600 FRACTURE23_S 2 -114.39 -91.1009 62.2596 -1348.17 -2248.79 10224.9 0.00439635 22.9644 -41.764
600 FRACTURE23_S 3 -117.645 -89.1313 65.8303 -1059.1 -8829.04 7747.07 0.00367091 54.71 -29.2462
600 FRACTURE23_S 4 -121.992 -86.5012 67.0203 -826.849 -12334.5 2716.94 0.00263046 67.7191 -13.0045
600 FRACTURE23_S 5 -126.265 -83.9156 65.5106 -793.132 -11891.7 -2567.62 0.00243389 67.7927 12.8103
600 FRACTURE23_S 6 -129.32 -82.0671 61.7059 -569.893 -8311.68 -6535.85 0.00282068 56.4358 27.9409
600 FRACTURE23_S 7 -130.338 -81.4511 56.6255 -644.261 -3160.26 -8555.15 0.00317627 32.6717 39.3617
600 FRACTURE23_S 8 -129.047 -82.2326 51.6308 -588.964 2362.64 -8384.6 0.00298958 -27.3942 40.7671
600 FRACTURE23_S 9 -125.791 -84.2022 48.06 -808.252 7015.17 -6467.67 0.00248031 -53.8924 29.8227
600 FRACTURE23_S 10 -121.445 -86.8322 46.8701 -1124.33 10229.8 -3178.26 0.00201688 -66.0668 16.635
600 FRACTURE23_S 11 -117.171 -89.4179 48.3797 -1371.58 11263.6 1079.16 0.00198734 -69.4649 -6.56747
600 FRACTURE24_S 0 -156.09 -57.3706 112.389 -2076.8 -3963.93 1268.07 0.000306601 65.8881 -16.9662
600 FRACTURE24_S 1 -160.287 -56.5192 110.725 -2123.07 -4043.43 -516.043 0.000260904 69.1033 8.40536
600 FRACTURE24_S 2 -164.738 -55.6166 111.426 -2052.47 -2989.94 -2038.3 0.000308282 58.4972 26.1962
600 FRACTURE24_S 3 -168.249 -54.9045 114.303 -2009.93 -1105.13 -2838.6 0.000351541 33.7347 39.0459
600 FRACTURE24_S 4 -169.879 -54.5738 118.586 -2169.04 892.938 -2662.91 0.00030513 -30.7423 39.9056
600 FRACTURE24_S 5 -169.193 -54.7131 123.127 -2518.85 2365.18 -1736.57 0.000210089 -57.4528 27.1081
600 FRACTURE24_S 6 -166.373 -55.285 126.71 -2852.84 3042.22 -448.513 0.000149777 -68.8444 9.47716
600 FRACTURE24_S 7 -162.175 -56.1364 128.373 -2998.21 3005.93 781.392 0.000163335 -67.0203 -14.6881
600 FRACTURE24_S 8 -157.725 -57.039 127.673 -3038.98 2372.04 1853.97 0.000227999 -56.5277 -27.8677
600 FRACTURE24_S 9 -154.214 -57.7511 124.796 -2999.55 1167.93 2753.43 0.000334048 -35.4878 -38.4986
600 FRACTURE24_S 10 -152.583 -58.0818 120.513 -2715.88 -622.82 3126.71 0.000409804 21.3235 -42.0962
600 FRACTURE24_S 11 -153.27 -57.9425 115.972 -2256.78 -2605.77 2650.81 0.000394074 52.1988 -30.9422
600 FRACTURE25_S 0 118.989 -139.729 70.1556 -3033.85 -12996.9 -559.79 0.00259492 69.8806 3.16455
600 FRACTURE25_S 1 115.991 -142.146 72.8392 -2980.71 -11463.7 -5883.99 0.003439 61.947 22.6596
600 FRACTURE25_S 2 114.439 -143.397 77.0891 -2820.91 -6130.72 -10192.5 0.00486621 42.7073 35.8379
600 FRACTURE25_S 3 114.749 -143.147 81.7665 -2846.86 1214.42 -11596.6 0.00557815 -12.6422 43.5659
600 FRACTURE25_S 4 116.838 -141.463 85.6181 -2557.4 8318.34 -9550.7 0.00482592 -50.003 32.2625
600 FRACTURE25_S 5 120.147 -138.795 87.6118 -2316.88 13246.4 -4695.93 0.00359306 -65.2051 18.1539
600 FRACTURE25_S 6 123.788 -135.86 87.2134 -2157.1 13750 1160.63 0.00294553 -69.5759 -5.87147
600 FRACTURE25_S 7 126.787 -133.443 84.5297 -2384.39 10894.1 6144.53 0.0033738 -60.8965 -23.837
600 FRACTURE25_S 8 128.339 -132.191 80.2798 -2356.36 5521.25 9144.39 0.00392042 -42.7852 -35.8051
600 FRACTURE25_S 9 128.029 -132.441 75.6024 -2430.06 -759.087 9857.17 0.00402279 9.65245 -43.9733
600 FRACTURE25_S 10 125.94 -134.126 71.7509 -2613.88 -6730.37 8282.88 0.00352661 48.6935 -32.9885
600 FRACTURE25_S 11 122.631 -136.793 69.7572 -2922.26 -11285.7 4666.41 0.00284641 64.01 -19.9932
600 FRACTURE26_S 0 -15.0663 -123.21 66.3596 -8588.3 10774.8 -9568.68 0.00555702 -54.5135 29.3871
600 FRACTURE26_S 1 -16.0473 -122.514 70.377 -8644.17 15438.3 -4237.47 0.00438491 -66.7533 15.2678
600 FRACTURE26_S 2 -15.2587 -123.073 74.4577 -8618.95 16453.8 2672.65 0.0044332 -68.6332 -10.2551
600 FRACTURE26_S 3 -12.9118 -124.738 77.5082 -8479.71 11936.2 9141.32 0.00562987 -56.8333 -27.6215
600 FRACTURE26_S 4 -9.63533 -127.063 78.7112 -8507.55 3903.07 12430.9 0.00661665 -29.4566 -40.2483
